rank,video_id,channel_id,topic,strategy,on_topic,potential_other_category,update_required,notes
3,aV_DKZyLK08,UCZKI2MCvkyXN1CMQz3_vH-Q,politics-left,dislike,FALSE,,,religious
6,HeGVeBWECu8,UCt8jfvd9skBAOT6XJwc_mJg,politics-left,dislike,FALSE,,,Family feud
7,OdE9o3mfzTo,UCozhpe8AaGOMxLsQQWfC1cw,politics-left,dislike,FALSE,,,cats
3,gK_rdWSkrwI,UC2KX4Ty39jJ0-wBr4ROsTIQ,politics-left,dislike,FALSE,,,not english
4,8cW22x8jQUo,UC84h1wDMJllUwHD5bbgtYug,politics-left,dislike,FALSE,,,cats
7,shN1gMpH-sg,UCmHQeP-Mnw0CfGOrPptEqQQ,politics-left,dislike,FALSE,,,celebrity news
9,Z7BqVCSJO7M,UCvJJ_dzjViJCoLf5uKUTwoA,politics-left,dislike,TRUE,,,CNBC
4,L2QdEWrb4YU,UCY-0eE6fX-tkicr2mh8e_kA,politics-left,dislike,FALSE,,,book tv
9,JZk6VzSLe4Y,UCrp_UI8XtuYfpiqluWLD7Lw,politics-left,dislike,TRUE,,,
0,4d7WDsrlzGg,UCDIPsk87a6D3QqS0DeAUMPA,politics-left,dislike,TRUE,,,"Michael McIntee at the Uptake.org (definnitely pretty left from issues covered and goals, such as promoting social/racial justice)"
1,YDQvv5D4wYs,UCqG9incBfICz75gDPGM7RlA,politics-left,dislike,FALSE,,,black culture tv
5,6GKCEzsSM-E,UC_esrg5XDlU1AKjc4yFFWhA,politics-left,dislike,FALSE,,,fitness
4,wmXt2Xe2eec,UCEHnH8TLTOQ1x9JrBeNojlw,politics-left,dislike,FALSE,,,bird owner
5,9xtqm2W7sog,UCw65f7SizlMScEOolfDtu9g,politics-left,dislike,TRUE,,,Black agenda report
8,Mz8pGEhmZWw,UCWlIGsKGsvgFJHkiZml4O1A,politics-left,dislike,FALSE,,,death stories
14,0AjUhe846k8,UCiAcuTMKc_WBQGFjtPnjxJQ,politics-left,dislike,,,,
0,2s_u01rDtWM,UCAxm7cstvjQn02xPLCffSuQ,politics-left,dislike-recommendation,FALSE,,,some traveler's home videos
2,p15GwVo4RSA,UCbjBOso0vpWgDht9dPIVwhQ,politics-left,dislike-recommendation,FALSE,politics-right,,Right-wing ?
5,_NS2HR6nw20,UCMrZK0aDy9SK5SiP0oLTH_Q,politics-left,dislike-recommendation,FALSE,,,music
8,9jXwWCyMJyc,UC_AgdslCdhZScRqH8GzEybg,politics-left,dislike-recommendation,FALSE,,,life and culture from a vlogger
6,8V2iZcKTkpU,UCyri-PL3l4Dn9IooWXQAqfA,politics-left,dislike-recommendation,FALSE,,,not American
12,u1hgHTuNvdY,UClRjfLJIBl72CUkvZMJ7bKw,politics-left,dislike-recommendation,FALSE,,,Al capone
3,ouRtgHvtlE4,UCgXfssZEtwg2NkYCb4aJs1Q,politics-left,dislike-recommendation,FALSE,,,
5,yKxBpkbHnpg,UCJHObTFu75LOjJcmeAU5THA,politics-left,dislike-recommendation,FALSE,,,"financial news. No explicit political stance (analyzes current finacial events, recommends advice, but does not give opinion)"
7,3WP0x0or2P0,UCiQaJnMzlfzzG3VESgyZChA,politics-left,dislike-recommendation,TRUE,,,seantor Cardin's YouTube channel (Maryland)
8,dXf5x39txIY,UCJJj2V_7rdz1XmJ4ocTTVIA,politics-left,dislike-recommendation,FALSE,,,Movie/show reviews
9,rz007EbGh44,UCo9oQdIk1MfcnzypG3UnURA,politics-left,dislike-recommendation,TRUE,,,The Rational National- memeing/gossiping the right
0,VwzNgVXaD3w,UCxzcBfvmeLmUNjlyM7FMgFg,politics-left,dislike-recommendation,FALSE,,,Larry King
2,RV3JBkmmWgU,UC4yHhzzwt6yHNx0qv_2A-oA,politics-left,dislike-recommendation,FALSE,,,music
5,cIOADnzJFAI,UCSrSalXYmmGGdJilpEXJI5w,politics-left,dislike-recommendation,FALSE,,,college
7,JA-9AWVi_e4,UCbcaJmfiW8s-p6T4NxoSbQA,politics-left,dislike-recommendation,FALSE,,,goose channel
0,hF7hTaJq1Ec,UCUZAUoL2_bd9cR8R5T_iSlQ,politics-left,dislike-recommendation,FALSE,politics-right,,right wing
3,qFCgrP9yTdI,UCDwdDKYq0kcEAlziX5EEP3g,politics-left,dislike-recommendation,FALSE,,,Korean
3,Bdxn47_VXlo,UCLdxKhzTFBH85cjiSfMVeFQ,politics-left,no-channel,FALSE,,,Poi artists
6,V_vtYdABwA0,UCI15ZKi4kyBnueoUIvgCvoA,politics-left,no-channel,FALSE,,,basketball
0,2-uQ70LZEyc,UCto7D1L-MiRoOziCXK9uT5Q,politics-left,no-channel,FALSE,,,gamer
1,o8WCb_eOtio,UCVTyTA7-g9nopHeHbeuvpRA,politics-left,no-channel,FALSE,,,seth meyers
3,gK_rdWSkrwI,UC2KX4Ty39jJ0-wBr4ROsTIQ,politics-left,no-channel,FALSE,,,
4,KIrYZOpA6kE,UCpYF_3dMxbTukeCG2GsgPbA,politics-left,no-channel,FALSE,,,lifetime movies
3,h14dfWNUpDk,UChQcDfPBTntToJsQu0UZFmg,politics-left,no-channel,FALSE,,,not english
5,VMB9GTZ8CpY,UCXxxhymlqPIAXZE8dEgIPmw,politics-left,no-channel,FALSE,,,painters and Greek ppl
7,KMnjzluzSdI,UCUUUpaMp8DV6KUOfQwoIiLg,politics-left,no-channel,FALSE,,,Drag queen shows
10,Dx5qFachd3A,UCJhjE7wbdYAae1G25m0tHAA,politics-left,no-channel,FALSE,,,music
2,9jXwWCyMJyc,UC_AgdslCdhZScRqH8GzEybg,politics-left,no-channel,FALSE,,,
3,Kbenvv9rshI,UCgQ_mhiCNQZ1OrzTh_ODZhg,politics-left,no-channel,FALSE,,,old shows
10,NmsCcpaJ80E,UCdrt-uIAAdVVzaSVZ0NFMUA,politics-left,no-channel,FALSE,,,Reverend (not covering news)
11,2Vwal-FySkQ,UCKAs3wF6aKOpUhEhNYTiaAA,politics-left,no-channel,,,,
8,FjNPcyV8zFg,UCM7XCXnxtYJkkMN0zf0tsSw,politics-left,none,FALSE,,,music
10,p15GwVo4RSA,UCbjBOso0vpWgDht9dPIVwhQ,politics-left,none,,,,
3,K6aiO26qV00,UCm0E8djOS9gZ9cGyQHQwO0w,politics-left,none,FALSE,,,bird noises
3,840vzeJzToM,UCF5QCZAsFBUl_Oc520qoQVw,politics-left,none,FALSE,,,anime stuff
8,3WP0x0or2P0,UCiQaJnMzlfzzG3VESgyZChA,politics-left,none,TRUE,,,Senator Cardin (Maryland)
9,U3n7w_Lz09M,UCAehOwpmELvYCoioBgfUrYg,politics-left,none,FALSE,,,University projects
0,oDQyj8C8PoE,UCgIi12EA6BQ8HKL8QUccsOQ,politics-left,none,FALSE,,,"seems to ""meme"" the right a lot (mostly religious)"
2,h82Ag1u86bI,UCEbaDyWfvi9FYZFHvgExf2g,politics-left,none,FALSE,,,not English (mostly religious)
5,VCuAxtdmMP4,UCJm2TgUqtK1_NLBrjNQ1P-w,politics-left,none,TRUE,,,"Second Thought (supports climate change, better labor conditions)"
7,329yHXDvuYw,UCVTyTA7-g9nopHeHbeuvpRA,politics-left,none,FALSE,,,
2,oDQyj8C8PoE,UCgIi12EA6BQ8HKL8QUccsOQ,politics-left,none,FALSE,,,
5,eu16QyvgBac,UCIHdDJ0tjn_3j-FS7s_X1kQ,politics-left,none,FALSE,political-right,,"culture and financial urban myths (if anything, political right because pro-Elon and pro-Tate)"
1,khKVJlpJ06w,UCunTtvzuaNz5qhSiz_Gs_Cg,politics-left,not-interested,FALSE,,,orchestra
7,ZN41d7Txcq0,UCsooa4yRKGN_zEE8iknghZA,politics-left,not-interested,FALSE,,,ted ed
0,rP28MoLfe5A,UCzn_kMKbB-fn2MU6eblK6Hg,politics-left,not-interested,FALSE,,,male gaze
1,waNM0VF4ZBQ,UCOkbN_OvF8HipF1i3T-eF7g,politics-left,not-interested,FALSE,,,mostly funny content
3,2CmZIbqDB4c,UC2jDGHLWKW2x7ZJLYQyDwBQ,politics-left,not-interested,FALSE,,,interracial family
4,xpVQ3l5P0A4,UC7q-GcHyjCHkTpXCUTLzy7Q,politics-left,not-interested,FALSE,,,Philosophers
7,zLlidcjJ_3Y,UCNdGwhwU7EU51MuBhQFRL1g,politics-left,not-interested,FALSE,,,
8,CzPUyhGRrPw,UC7kI8WjpCfFoMSNDuRh_4lA,politics-left,not-interested,FALSE,,,music
9,eXzKkXQCY_Q,UCWrVJm6SwuxlNfOAJm0zIpQ,politics-left,not-interested,FALSE,,,skater
10,sC83_7hfiN0,UCRq9b2cT5pqYfp8zY0L2ohA,politics-left,not-interested,,,,
3,qDyWlJTk7jM,UC5UkClCcWjPGW5KCfbH0RlQ,politics-left,not-interested,FALSE,,,Food network
4,k0pRokiqC9Y,UCqXDICSaXJA1tsOZKLL8jDQ,politics-left,not-interested,FALSE,,,not english
0,Kz-zhuy2paw,UCT-tP7Q3t_YpvJsIbdIQCsg,politics-left,not-interested,FALSE,,,family vlog
2,ISVxi9PBj70,UCxQ5j4qz0YcWW5EfYGV3c-g,politics-left,not-interested,FALSE,political-right,,"pretty right-leaning (words like ""Feminazis"")"
3,18I49LmVQoE,UCVWejjrYApwv_PvdJp_2M6A,politics-left,not-interested,FALSE,,,train videos
5,O9epnUBQHXI,UC7_VH_kj0aD9vhuHmFheUYQ,politics-left,not-interested,FALSE,,,animals
6,alasBxZsb40,UCu2ap-zb8cxw-Pjzhcul1aQ,politics-left,not-interested,FALSE,,,old late night show
7,U7FuXrOgk4U,UC8MAjpnz3V57ePWnbkis6sg,politics-left,not-interested,FALSE,,,not english music
8,tdd93lspM6w,UC1YqxUTsDsMMkRO1-RugP0A,politics-left,not-interested,FALSE,,,ocean videos
10,6GKCEzsSM-E,UC_esrg5XDlU1AKjc4yFFWhA,politics-left,not-interested,FALSE,,,
0,ss6U_E3lGYk,UCQv44qD9R5Ae6Z3iUeZm7iQ,politics-left,not-interested,FALSE,politics,***,10news.com San Diego
2,LOSufbxsWvU,UC1_KPue8b1ZrHekaTkJucDQ,politics-left,not-interested,FALSE,,,NAACP but not political
3,WOO1hkhET7s,UCaK1Swbi9avy2yDODgpajGA,politics-left,not-interested,FALSE,,,anime
5,VDBaobp9lMU,UCUQbSc1HywX9kFyFX3UP2VA,politics-left,not-interested,FALSE,,,music
6,2nKEQZLor28,UC6A_LC-A5NVJ2vw9A0OjCug,politics-left,not-interested,FALSE,,,old movies
7,CaFUx_LDxN4,UC5uqISKNdMFBVzHwIOzZmIg,politics-left,not-interested,FALSE,,,music
8,7iBig24hXg8,UCfHTrA_ceeXZePMJRtuCuNQ,politics-left,not-interested,FALSE,,,animal facts
3,o2ml8QdwLhA,UCn9pdifs6sQmKz6lFVY_5ww,politics-left,watch,FALSE,,,dancing
2,5maqK7e3TWM,UC7WJmvsRaoU7ATWgSpG4pPg,politics-left,watch,FALSE,,,music
5,_749FvcCHZU,UCuWjKLSMsUqC8_J6Ld0RdQA,politics-left,watch,FALSE,,,Raiders football
9,Pw3fSp4cQ7Q,UCG4OUzWjr-wkHhevtajbmwg,politics-left,watch,FALSE,,,snow blower videos
0,LZMt7E_4jlI,UCpZ5qUqpW4hW4zdfuBxMSJA,politics-left,watch,FALSE,,,interesting facts
1,fNDuwvnwaVM,UCMtFAi84ehTSYSE9XoHefig,politics-left,watch,FALSE,,,Stephen Colbert
2,Dx5qFachd3A,UCJhjE7wbdYAae1G25m0tHAA,politics-left,watch,FALSE,,,
4,d0I7XjPHlkI,UCvQECJukTDE2i6aCoMnS-Vg,politics-left,watch,FALSE,,,science pop culture
3,DGP_en0y8kk,UCk_V82EtAkLZoxU26ND6HpQ,politics-left,watch,FALSE,,,doesn't exist
4,TksiC3UwZCk,UC3U3H8QvFoU7B5TG0xaeDNg,politics-left,watch,FALSE,,,old photos
5,JcB8lddxzyo,UC7Kk1UNRnV3AVuu0CKnniCQ,politics-left,watch,FALSE,,,old movies
7,0ER2GMrJ96M,UCNJFXYXkXt_P8bJUxb21MpA,politics-left,watch,FALSE,,,music
8,FD5gN2W37Uc,UCMtFAi84ehTSYSE9XoHefig,politics-left,watch,FALSE,,,
7,l5XP6T7xqek,UCSm-R5OcwjKSeQZFC6VROVw,politics-right,delete,FALSE,,,
7,P366EwlduJw,UCNnQqoYFCqLID3GAMkGtS6A,politics-right,delete,FALSE,,,music
10,EqhsvSCW4uI,UCksmpNjecyJ2zRJM-2tLMxg,politics-right,delete,,,,
10,oVEwzD9IhSo,UC0QHWhjbe5fGJEPz3sVb6nw,politics-right,delete,FALSE,,,
13,v3vWfuyGI4E,UCDogdKl7t7NHzQ95aEwkdMw,politics-right,delete,,,,
3,zE-a5eqvlv8,UCX-USfenzQlhrEJR1zD5IYw,politics-right,delete,FALSE,,,music
4,sF3aZAVOcmk,UCZ5LTHymnX5rzmB7dNOaoIQ,politics-right,delete,FALSE,,,music
10,-yFeZekJxZ8,UCi5iWloxIFmvZ5Za1yyqLmg,politics-right,delete,,,,
1,WQIqSjbFHr8,UCRV957SlkMGmldZYa5rhRog,politics-right,delete,FALSE,,,music
3,jZyhaqpZ2MY,UCKzcixdEG8TmC2FKNhdVRPQ,politics-right,delete,FALSE,,,industrial tools
9,w3tENzcssDU,UCJka5SDh36_N4pjJd69efkg,politics-right,delete,FALSE,,,nfl
13,LmqUIkbEosY,UCu4XcDBdnZkV6-5z2f16M0g,politics-right,delete,,,,
14,Dx5qFachd3A,UCJhjE7wbdYAae1G25m0tHAA,politics-right,delete,FALSE,,,
0,Fl-2c-65cg0,UClW9rOydULtIYaieUJCC4oQ,politics-right,dislike,FALSE,,,Christian
4,q_IqfIJEO_4,UCJvRvGL9zH1uBZ-E9uIs5yQ,politics-right,dislike,FALSE,,,industrial trucks
13,2-uQ70LZEyc,UCto7D1L-MiRoOziCXK9uT5Q,politics-right,dislike,FALSE,,,
14,iIoR3FGH7hw,UC3TL2lUPabRGPbg4HqcuEyQ,politics-right,dislike,,,,
3,LBr0GYbPGWY,UCQkxqLTGPEPPNrKbhXCeA7A,politics-right,dislike,FALSE,,,not english
8,5eVt3i-Lq-w,UCrGykYUv6lHbZhIOuSOnHHQ,politics-right,dislike,FALSE,,,removed
0,M4jcCmVmHUY,UCUpQIjV2gHhQW82vtNbdOSQ,politics-right,dislike,FALSE,,,florida women's hall of fame
7,6NtdooZE4xA,UCDFLiE2iGUvlZMmhemzy6eA,politics-right,dislike,FALSE,politics,***,local news
0,mz4uY2iX3QI,UCAzmZBRizw70GVykyfMQ_BA,politics-right,dislike-recommendation,FALSE,politics,***,Indianapolis news
7,FISvkNWrNAw,UC193r5YXcpQJV34N99ZbhzQ,politics-right,dislike-recommendation,TRUE,,,pro-gun gun channel
9,PEDmMoDWewg,UC8BS31SZ_-lhi9iRZ1vRqIA,politics-right,dislike-recommendation,FALSE,,,Freedom Pact (but not mostly current events)
10,7geKSeSSRa4,UChxwvZ-7WcmNAhl6Gv2thoA,politics-right,dislike-recommendation,,,,
3,8TkqDiknvjg,UCL8O1K8TK81uv75Fd6i6sJw,politics-right,dislike-recommendation,FALSE,,,not English
5,JCTQeQxJmGY,UCeINOVY1byiPZpcSmpbqeRg,politics-right,dislike-recommendation,FALSE,,,Christianity
8,oH_2_ZDtP8w,UCHgI_MItRWEKLX7lKz7Xn0g,politics-right,dislike-recommendation,FALSE,,,top 5 unknowns
4,4ZvThCWkGx8,UCsPF0ndwSw55vc8dXjdCetg,politics-right,dislike-recommendation,FALSE,,,Chinese Christianity
2,lrfuZitxwgk,UCyu_LN8BrHfSqgCgU67qCcg,politics-right,dislike-recommendation,FALSE,,,not English
5,7AUMxxefHN4,UCHE92x768p8h-fMrqhsnE1Q,politics-right,dislike-recommendation,FALSE,,,Earthquake analysis
7,I6a6EYOYpOY,UCp8W1bzofvzB8MfZSkYW2xw,politics-right,dislike-recommendation,FALSE,,,not English
9,PVe-cmH9AHk,UCFtjvDZ35-rldNXURrfKSKQ,politics-right,dislike-recommendation,FALSE,,,Bruce Lee
6,yVm7PmqeR_U,UCAfcdqiPUDqIr3Pv_AGIjZQ,politics-right,no-channel,FALSE,,,car repair
1,4J5Zx5YotBU,UCEaVYnwbWa6Jzu1xfqk3RQg,politics-right,no-channel,FALSE,,,"Bill of Rights Institute (not current events, but educational about bill of rights)"
4,LBr0GYbPGWY,UCQkxqLTGPEPPNrKbhXCeA7A,politics-right,no-channel,FALSE,,,
6,tzBPBF_ZlKU,UCXwRxm0zS0jBNTMOVI6xZJw,politics-right,no-channel,FALSE,politics-left,,local news
7,MbkBy7OCxP0,UCIAXaU6LIcZyoHYWqVLM4wg,politics-right,no-channel,FALSE,politics-left,,meme-ing the right
10,-B02c3ZYsCQ,UCnxGkOGNMqQEUMvroOWps6Q,politics-right,no-channel,,,,
12,VzZG8kVSbW4,UCcidP2YLRiC2sclvahy-Q1w,politics-right,no-channel,FALSE,,,
4,ENGhPQcnIm8,UCixrmTfMM_YjeDHtXXcsg4w,politics-right,no-channel,FALSE,,,Chinese shows
6,KuQ8nG1kl8M,UCYZ5xUIvJTgcqbAQCI69-IA,politics-right,no-channel,FALSE,,,dogs
7,V_vo34IklFA,UCnQC_G5Xsjhp9fEJKuIcrSw,politics-right,no-channel,TRUE,,,Ben Shapiro
13,n_8V3oxl0FM,UC9l0MbwmC88-wv9M8qORxwA,politics-right,no-channel,FALSE,,,
10,lUh5try7DUQ,UCDvJcb8Adv-_bOrtnRLmiDw,politics-right,none,,,,
2,LBr0GYbPGWY,UCQkxqLTGPEPPNrKbhXCeA7A,politics-right,none,FALSE,,,
1,uJ4sQ5HdW3U,UCTjuOh3tolH2E2YeuMJcYZg,politics-right,none,FALSE,,,not English
14,htcIXBbA_K4,UCzTWdr_9IVWWmeStz5qDjoA,politics-right,none,,,,
1,jreBmGkuEBc,UC5AQEUAwCh1sGDvkQtkDWUQ,politics-right,none,FALSE,,***,"Theo Von (political ideas link). He invites Right-leaning people (Joe Rogan, Mike Row) sometimes in addition to left"
2,-vxy-itMufk,UCcPvcC-9AFJ2DGa42mR7A-Q,politics-right,none,FALSE,,,music
11,TFUbAAUsTOc,UCQFC6xLJy3NzxGXRkaPrlYQ,politics-right,none,,,,
14,FISvkNWrNAw,UC193r5YXcpQJV34N99ZbhzQ,politics-right,none,TRUE,,,
7,eHk_Y8bu13w,UCIGssa4o9aOlfSyOLuQmkEA,politics-right,not-interested,FALSE,,,old political interviews/speeches
8,-EiICzIk6CM,UC-TY8Ym2ApEFV0NWG_hDaGQ,politics-right,not-interested,FALSE,,,nature news
9,8tH9qGhg7YM,UCSUu1lih2RifWkKtDOJdsBA,politics-right,not-interested,FALSE,,,nasa space launches
13,Ong9hsqEBhc,UCry2gCVdntv6r661sKUiKXw,politics-right,not-interested,,,,
8,hIdsjNGCGz4,UCFPRJAk5PTylG45BpLI5Xqw,politics-right,not-interested,FALSE,,,movie
10,dT-pZhKkU_c,UC4PooiX37Pld1T8J5SYT-SQ,politics-right,not-interested,,,,
3,sHBIp3PlPWU,UCoTBw2Hnw0agvwD0KeLeJWg,politics-right,not-interested,FALSE,,,not English
4,VzZG8kVSbW4,UCcidP2YLRiC2sclvahy-Q1w,politics-right,not-interested,FALSE,,,sermons
5,JCTQeQxJmGY,UCeINOVY1byiPZpcSmpbqeRg,politics-right,not-interested,FALSE,,,
7,oBLm0uxE62k,UC0fWyGqW2XovKQ8rfZjpBZg,politics-right,not-interested,FALSE,,,scary animal stuff
1,IlgtAzQhfOs,UC51KgmIyNO6uqxb68sjgIXw,politics-right,not-interested,FALSE,,,remote traveler
3,_wWuACN_H_w,UCEJ5DkrIHqp6Zk6ZWIctBvA,politics-right,not-interested,FALSE,,,Christianity
5,Vp6GB4hwiCU,UCAlZ-9e75wau2hY_wWFliNA,politics-right,not-interested,FALSE,,,military news
1,bTG4yhtZ2Rg,UChaEeYV0iibwFqrmFYTweVA,politics-right,not-interested,FALSE,,,police body cams
3,Nu14bMmp5jQ,UCl5D4Tu7y6K96VMW5VLdJFA,politics-right,not-interested,FALSE,,,not English
7,k0lcF4RR_2E,UCPxvIlOWOaQW55OWTNfnPNQ,politics-right,not-interested,FALSE,,,agricultural tech
8,je1NIf8GeeY,UCqFzWxSCi39LnW1JKFR3efg,politics-right,not-interested,FALSE,,,SNL
12,d-gf7aPfncE,UCF8HUTbUwPKh2Q-KpGOCVGw,politics-right,not-interested,,,,
2,CcyB8FrbbBk,UCNxRbvq5PfT7YcXUi42t10A,politics-right,watch,FALSE,,,tech solutions
4,Tq0LLB-X4is,UCN8tDK98j963MHZ5BJ15CeA,politics-right,watch,FALSE,politics-left,,Buffalo public media
7,E7-Kht9Xnzc,UCpZ5qUqpW4hW4zdfuBxMSJA,politics-right,watch,FALSE,,,
8,D7B_GDHm0jU,UCxcTeAKWJca6XyJ37_ZoKIQ,politics-right,watch,FALSE,,,Pat McAfee
2,cMOlyCfRDp0,UCsXvnpvsr3Y7yup_eXvkqOw,politics-right,watch,FALSE,,,not English
9,anxeBFDvqyE,UC2kkU18MIJpUaCdokZj3_kQ,politics-right,watch,FALSE,,***,"trolling liberals, Zeducation"
13,xQigh3BEnpU,UCj70Q3DUTZVqB51SfdrYpeg,politics-right,watch,,,,
0,QgLuZaPeRa4,UCLFndeI09kfxpjP9hdLkNrg,politics-right,watch,FALSE,,,tractor videos
2,jLhOKe4wQV8,UCHL1dO7FqLnXLZZ9xtWU8sQ,politics-right,watch,FALSE,,,Miami Dolphins
4,UJwNJyAymZg,UC_UQ1-0AIscLf9G-rAs4zKw,politics-right,watch,FALSE,,,TSA catches
10,n_8V3oxl0FM,UC9l0MbwmC88-wv9M8qORxwA,politics-right,watch,FALSE,,,
1,3lbrAHYC12w,UCwHKLYLfz6M14SbBahFH5VA,politics-right,watch,FALSE,politics-left,,local news (on MBFC)
2,mUeuMPcwjUw,UCGfKLaQbUmgxq3r2Zn3oCDg,politics-right,watch,FALSE,,,Christianity
14,J1_67ZqDeyc,UCktceZtn0Kxd53qjjM2KzqA,politics-right,watch,,,,
2,JLxMAM8hqRg,UCv-WFkw7BpAqSzHfJBqhuIw,politics-right,watch,FALSE,,,soccer mtaches
5,REILS-9aTMM,UCBx8oobBZc72tOFOMAEzthA,politics-right,watch,FALSE,,,music
7,u6-mBp0dRms,UC_0r3EheCnp-wVvndYDGviQ,politics-right,watch,FALSE,,,true crime
8,3TSBftO5Vjs,UCuXT13wiqK56NR7QSfDWpvg,politics-right,watch,FALSE,,,local news (on MBFC)