channel_id,topic,on_topic,update_required,notes
UCMrfDq1wSfY6BHCy2q12Asg,politics-left,FALSE,,Palestinian terrorism victim but not current events
UC_VF2_jyYpEYYvF-DuTAuCw,politics-left,FALSE,,cancer research/survival
UCPx-hriR__bcFrT-QhfvSxw,politics-left,FALSE,,old lady health/fitness
UCSs9Mm6Ad7iPRtQYIW1Lf6g,politics-left,FALSE,,gaming
UCLxsRHiZkmOgT0gpUQiKS4A,politics-left,FALSE,,culture commentary
UCVrhQjwM5l7QsX28tJivAzA,politics-left,FALSE,,Greek fest
UCsLgKKiv8kDDGy1stC8BxVA,politics-left,FALSE,,not English
UCyGOloOIJWt8NlE4tnejQeA,politics-left,FALSE,,
UCq0VNPiFtr3ihDewjtkZXBQ,politics-left,FALSE,,traveler
UCwsjrSWqxLdcZrd9xVpmxog,politics-left,FALSE,,prankster
UC-3e3hAUhDV2lwcoQGD2grg,politics-left,FALSE,,Microsoft Office
UC5KYt-zf3M1VYj4IeJ5S1Aw,politics-left,FALSE,,Tik Tok
UCYenDLnIHsoqQ6smwKXQ7Hg,politics-left,FALSE,,
UCmmqVuFMva-PXvotPeLnqvw,politics-left,FALSE,,city club of Chicago
UCTZzI5aeG1pp511XUwKeBWA,politics-left,FALSE,,piano
UCzSSoloGEz10HALUAbYhngQ,politics-left,FALSE,,
UCIOGCEG14rj9GpIFhszkWoQ,politics-left,FALSE,,gun
UC1f-c-ZOhVjTM8p21FM3ktQ,politics-left,FALSE,,food bank
UCwv20QNaYiEJu3c5a8DNyHQ,politics-left,FALSE,,no videos
UCkzaJDHBKbcaNatH_T00ieg,politics-left,FALSE,,movie
UCDFLiE2iGUvlZMmhemzy6eA,politics-left,FALSE,,NBC4 Columbus leased bias in MBFC
UCxXvsZHmJeVbRtperXzsNvA,politics-left,FALSE,,not English
UCIPvxxHtvyQ4fSTj5JWpzog,politics-left,FALSE,,
UChmXcqY07tdLJsxUTfk_PvA,politics-left,FALSE,,not English
UCN-qfPKTQ_Wxr8vZLVfM95w,politics-left,FALSE,***,"financial advice but others' words (Kiyosaki, Dalio)"
UCYzEMRKqrh01-tauv7MYyVQ,politics-left,FALSE,,anime
UC7kjk77Ma9xU9WMMgQcZSog,politics-left,FALSE,,tech
UCarpqAWmTDGkYyJj5syhAxA,politics-left,FALSE,,WGRC Buffalo News- leased biased on MBFC
UC8pKJFXl5JCz8_pBHt9_4FQ,politics-left,FALSE,,
UCjX3_7CKw2IdjyxyJG3sRbw,politics-left,FALSE,,boxing
UCrPseYLGpNygVi34QpGNqpA,politics-left,FALSE,,
UCrZ6_xyFBlvo2uYoBtG01eg,politics-left,FALSE,,not English
UCxcrzzhQDj5zKJbXfIscCtg,politics-left,TRUE,,ABC News in-depth
UC_9SjsqyO87d4aZkEqNuHBA,politics-left,FALSE,,stronger by science
UCKjU3KzdbJE1EFcHVqXC3_g,politics-left,TRUE,***,left on MBFC (CBC Canadian news)
UCuFFtHWoLl5fauMMD5Ww2jA,politics-left,TRUE,,CBS news
UCcB1n8HLXZG38WZu_jWsu_A,politics-left,FALSE,,vlogs
UCpVm7bg6pXKo1Pr6k5kxG9A,politics-left,FALSE,,national geographic
UCZYjqpWJMjXdZ4t7jUJ7CtA,politics-left,FALSE,,drum
UCS3fABtAw1DhdB0AR3f4aYw,politics-left,FALSE,,clash of clans
UCloVA-23TIXvSRfddW_k2UA,politics-left,FALSE,,movies
UCK-6FjMu9OI8i0Fo6bkW0VA,politics-left,TRUE,,Democracy at work
UCKpNQmsSrgVRw66EcpDwMvg,politics-left,TRUE,,"talks about Marx, anti-capitalism, and unions"
UCLHU6ECVSZbzgcpd113Jk4Q,politics-left,TRUE,,gov. Andrew Cuomo
UCDjwdhrPW_MPEleDnPXOYTA,politics-left,FALSE,,pianist
UCF2v8v8te3_u4xhIQ8tGy1g,politics-left,FALSE,,business guru
UCtu8MkufmVgxS8_Ocl7mMig,politics-left,FALSE,,Food of different countries
UCF6R1ZDskjCeBMomUGCtxXw,politics-left,FALSE,,sleep aids
UCBhNf3uDB4pFuww29O_wAJQ,politics-left,FALSE,,tik toks
UCbUbK8izjK3zNRyrIHI39ng,politics-left,TRUE,,left on MBFC
UCSM4SXs2PUlK8tU1kCiqcWg,politics-left,FALSE,,real estate reports
UCDusUiO-4lThTZhHQ4lLogw,politics-left,FALSE,,not English
UC1_up347GdfKBDVGqwjt7Aw,politics-left,FALSE,***,"not really current events, but is all about environmentalism"
UC4np1bCNVl3iPHiKOeyxe6A,politics-left,FALSE,,gamer
UCOj9WICwHqV_smQj-ucj1AA,politics-left,FALSE,,trends/tik toks
UCm6E1s6iJgJb0KFP_rd7OlQ,politics-left,FALSE,,music
UCHnj59g7jezwTy5GeL8EA_g,politics-left,FALSE,,math
UCTl3QQTvqHFjurroKxexy2Q,politics-left,FALSE,,olympics
UChLtXXpo4Ge1ReTEboVvTDg,politics-left,FALSE,,global news (left according to MBFC)
UCHGvmU9FBdI8nqhKxXng99g,politics-left,FALSE,,careers in stem
UCAKK8dbcSmckr2sWJhv5ezA,politics-left,FALSE,,WBNS 10 TV (not biased via MBFC)
UC8sAKpPsJq7oXuOaEqGh4pg,politics-left,FALSE,,not English
UC7DdEm33SyaTDtWYGO2CwdA,politics-left,FALSE,,physics
UCAuUUnT6oDeKwE6v1NGQxug,politics-left,FALSE,***,TED 
UCeP4Yv3s4RvS0-6d9OInRMw,politics-left,FALSE,,civil engineer
UCBLepLiSxTMa9_979OpnJ-g,politics-left,FALSE,,family ancestry
UCnLB2xj5RR5ep50FDrtScPA,politics-left,FALSE,,anime
UCVJgocEWT3u49_4GtulGHnQ,politics-left,FALSE,,off the grid with Jake and Nicolle
UCiiV8stcewhoCNyiErr7GtA,politics-left,FALSE,,Food
UCpidHcaerBao1nK1PSJsQpQ,politics-left,FALSE,,laser cutter
UCqC_GY2ZiENFz2pwL0cSfAw,politics-left,FALSE,,green day
UCynijyjqY-u6z8_sGKgCErg,politics-left,FALSE,,
UCYpQ3eU_LPHZgwDiDzGAGcA,politics-left,FALSE,,mental health
UCPAt6z5uX_c5Eo_cSNROzYw,politics-left,FALSE,,SI
UC_hK9fOxyy_TM8FJGXIyG8Q,politics-left,FALSE,,
UCgWZ_cJTjpOS6kfxkzXe-dA,politics-left,FALSE,,not English
UCVT1tPkR-fUVlO652EcO3ow,politics-left,TRUE,***,CBS Sunday Morning
UCMJlGrPk73l9U6qahc8D_gA,politics-left,FALSE,,competitive eater
UCl-Kb7a1sfOyuJIemimuP3A,politics-left,FALSE,,not English
UCXw1ddyrUmib3zmCmvSI1ow,politics-left,FALSE,,food reviews
UCopGApANs2F81RQYF7H5JPg,politics-left,FALSE,,not English
UCXjvsikVclbNRGRlzr8jTEg,politics-left,FALSE,,baseball
UCx6QQLpRolGQS6mDKayAHeQ,politics-left,FALSE,,mostly walking
UCSXFHZjtieHo2vQPGsB3npQ,politics-left,FALSE,,movies
UCK0z0_5uL7mb9IjntOKi5XQ,politics-left,TRUE,,The Atlantic
UCvJiYiBUbw4tmpRSZT2r1Hw,politics-left,FALSE,,science
UCIXiT5ZeacME3rvoeZi-0Dg,politics-left,FALSE,,fighting
UCUtZaxDF3hD5VK4xRYFBePQ,politics-left,FALSE,,UK has talent
UCD5Ia_HIqdFAYk0jRbfjkGQ,politics-left,FALSE,,real estate
UCftwRNsjfRo08xYE31tkiyw,politics-left,TRUE,,
UCxKg68SwWLjD2m71w_DpqTA,politics-left,FALSE,,travel
UC16niRr50-MSBwiO3YDb3RA,politics-left,TRUE,,BBC News
UCCf7NTzoe2lLESGsHPzGvhw,politics-left,FALSE,,gamer/anime
UC7EGgnYFEIOaAa47ZBpninw,politics-left,FALSE,,US Department of Energy
UCwBY_9qFaz4pDxRuV2J32sA,politics-left,FALSE,,religious
UCEbCRO739v3_RDmv6_aw1QQ,politics-left,FALSE,,bikes and beards
UCzMx1lZLzV9ClIFNRSz7naA,politics-left,FALSE,,no videos
UCY-9TIEsNsE3YzfrNOB4QoA,politics-left,FALSE,,anime
UCN7kE4xVGr1wF-sc50m036w,politics-left,FALSE,,archeology
UCXp_sSX7vHmRF6MKEs6J8YQ,politics-left,FALSE,,church
UCcrErLXavVBo818FCMOGSFw,politics-left,FALSE,,terminated
UCWo4IA01TXzBeGJJKWHOG9g,politics-left,FALSE,,
UCBTmXJkLh-6jjzyMB0SpmAA,politics-left,FALSE,,vlog
UCkyLwzIQo9pSnzXQYi_yZrA,politics-left,FALSE,,parody videos
UCSnlthF_6tFjJyuDLKVnEGg,politics-left,FALSE,,
UCVxBA3Cbu3pm8w8gEIoMEog,politics-left,TRUE,,ABC7 Left via MBFC
UCbpXSXC98lcc4xdWbL7YRMw,politics-left,FALSE,,memes
UCzXwjTI6c6mVn6oui_p6oiw,politics-left,FALSE,,gamer
UCj7V_ikJOXO9RC8at6kYfHQ,politics-left,FALSE,,entertainment news
UCUOyxY9Eyv78WdZnUvBMjxQ,politics-left,FALSE,,knives
UCGPCLMFmTSnIN3UbyoQGjXQ,politics-left,FALSE,,dream living LA
UCIPPMRA040LQr5QPyJEbmXA,politics-left,FALSE,,
UCeWeQcXyUISwuCEJ9hxhXRA,politics-left,FALSE,,travler
UCcyq283he07B7_KUX07mmtA,politics-left,TRUE,,Business insider on MBFC
UC0zMkiVXD_74vnWJquWuDvw,politics-left,FALSE,,not English
UC53_E8BiVmNaIM_zR4mNruA,politics-left,FALSE,,not English
UCAon55hNT6ESbdQ5y1hRWTA,politics-left,FALSE,,ice cream rolls
UCPUnQ5_Pn-2FJ8XPYhWMaSQ,politics-left,FALSE,,Nassau county
UCfE5Cz44GlZVyoaYTHJbuZw,politics-left,FALSE,,food
UC5NGBCzW99m4Wa8klWCxKBA,politics-left,FALSE,,memes
UCq2HGGj-w8dTa41ct15AsEw,politics-left,FALSE,,not English
UCaqQg9RPXGf5oy2hRX2OlnQ,politics-left,FALSE,,land
UCUUWDzrkuEztzddaW_sgQbA,politics-left,FALSE,***,local news but not politics
UCyEd6QBSgat5kkC6svyjudA,politics-left,FALSE,,travel
UCj_jjGD98dm6Bs4RA9xdAWg,politics-left,FALSE,,not English
UCJhyoxjIkGZAmuCF2Y3mLpA,politics-left,FALSE,,pipers
UCyWqT8lrGbRqWa30c_l5iSw,politics-left,FALSE,,business finance
UCPyA0XmU6aS4JCwVoIBTmIQ,politics-left,FALSE,,ACM
UCw1V3VC3xAzL66X4VwqaKlg,politics-left,FALSE,,home repairs
UCPoC2qRuoa0JN45ChMvbL9Q,politics-left,FALSE,,memes
UCREgA-BmOocJ9Is_bZV6aJQ,politics-left,FALSE,,
UCDnEa2HC2eeT-cN3pAKnNTw,politics-left,FALSE,,top viral talent
UC5LocGIgBWA2ndCECGe-vUQ,politics-left,FALSE,,music
UCKhVQ9a6KD6rqdSP8rqjUeA,politics-left,FALSE,,not English
UCeBWh-0p7vgBeD6HOHBpfwQ,politics-left,FALSE,,top 10 talent
UCW0cG4zyFG8oKAlOom4KonQ,politics-left,FALSE,,music
UC2UIXt4VQnhQ-VZM4P1bUMQ,politics-left,FALSE,,music
UCvtQeUIfmelyvCDMbEPw9vw,politics-left,FALSE,,not English
UCRU9vwwARx8jEACqNpi_KFA,politics-left,FALSE,,games
UCj31PEVBMTnLvVOCSQGpbog,politics-left,FALSE,,music
UCTQ_iE7idQ-RUHYpDX2DXog,politics-left,FALSE,,music
UCMuMtNL3bLLEJ__u0kuEb-A,politics-left,FALSE,,
UCX0SGx0YoItRTpYaSQCRi7Q,politics-left,FALSE,,music
UCbmNph6atAoGfqLoCL_duAg,politics-left,FALSE,***,talks at google
UC_XanpDlhCrTbQ6V1rdHrDg,politics-left,FALSE,,Chicago Cultural Alliance
UCtYKe7-XbaDjpUwcU5x0bLg,politics-left,FALSE,,NEO (questionable source on MBFC)
UCl2mFZoRqjw_ELax4Yisf6w,politics-right,TRUE,***,Louis Rossmann
UCODc8Pa-_WUMaVRp9dvmNmw,politics-right,FALSE,,local news (not biased MBFC)
UCAXUwGU47XVY-0lH9qhUr1Q,politics-right,FALSE,,millenium gardener
UCm4vHROaPm_syaXTZK08Gag,politics-right,FALSE,,MLK Center
UC9RsuSrCvnNmerQb7KyNVuQ,politics-right,FALSE,,a college
UC89AgkG34oooZubVt23wzFw,politics-right,FALSE,,
UC4rlAVgAK0SGk-yTfe48Qpw,politics-right,FALSE,,science
UCw1V3VC3xAzL66X4VwqaKlg,politics-right,FALSE,,
UCIZdmjlqQuJXE5EFpzkUkrA,politics-right,FALSE,,out of context Brett Cooper
UCREgA-BmOocJ9Is_bZV6aJQ,politics-right,FALSE,,
UCxXTyFekH99JnS3qaXIQW7A,politics-right,FALSE,,KVUE local news (leased biased on MBFC)
UCvJywWV7q0hTKIRVxSHAs7A,politics-right,FALSE,,sports
UCsKVP_4zQ877TEiH_Ih5yDQ,politics-right,FALSE,,cartoons
UCD1Rgu2Id7t8AWuE3bXNrWA,politics-right,FALSE,,not English
UCPDXXXJj9nax0fr0Wfc048g,politics-right,FALSE,,College humor comedy
UCuIp-_3Zm_4-yubcBMrCbKQ,politics-right,FALSE,,not English
UCg1ubsYf-jFmMvLLtb42mkg,politics-right,FALSE,,not English
UCyYTkZ_ACRrbE1OV0rPngXw,politics-right,FALSE,,relationship/dating advice
UCmQynT5NWU3Vsa9t0OGUhcA,politics-right,FALSE,,movies
UCZQQeLq4jso5766aajDjKjg,politics-right,FALSE,,face skincare
UCq18eeL7D9Vd8DhjMcLh9QQ,politics-right,FALSE,,not US
UCeH6qE4V7n5tVwP7NkdrtJg,politics-right,FALSE,,the View
UCyGOloOIJWt8NlE4tnejQeA,politics-right,FALSE,,
UC6tU7PMoavGr5EbDyMOX7Fg,politics-right,FALSE,,EMT Response netherlands
UCIOGCEG14rj9GpIFhszkWoQ,politics-right,FALSE,,
UCGq6eTi9tSwOoSR3I7iEE5Q,politics-right,FALSE,***,"all cultural (e.g. Kanye), but clearly right-leaning "
UCdemzfq1mwUN9Gnq4MZ8Oag,politics-right,FALSE,,church
UCuHFsIba61kF5-yIaw4ryRg,politics-right,FALSE,,military
UC6d252IPdQloj7oTgwhsQNg,politics-right,FALSE,,criminals
UCz4tgANd4yy8Oe0iXCdSWfA,politics-right,FALSE,,English teacher
UCD2RRItRCToNc2Q9B0Hj3zQ,politics-right,FALSE,,not English
UC8pKJFXl5JCz8_pBHt9_4FQ,politics-right,FALSE,,
UCx_i0vIAQNLdDNFGIrU-r0w,politics-right,FALSE,,not English
UCzaLLiX6Rn3pjqAlbWD9mGQ,politics-right,TRUE,,Larry Elder
UC21NXL5UJsfXPJoM0xuF2Mw,politics-right,FALSE,,PBS
UCSTXol20Q01Uj-U5Yp3IqFg,politics-right,FALSE,,Chopin competition
UCbLavrWNtsZbi8TYl2VUUsA,politics-right,FALSE,,not English
UCNVvdxlzvJ5AKJTbNKflbnA,politics-right,FALSE,,vlogs
UCvkdpLN1agXoiRWEWTtXqjw,politics-right,FALSE,,prankster
UClea9E6Ym04bBQBAo4AJALQ,politics-right,FALSE,,not English
UCdxoeijd8BEuQlARHDcz4EA,politics-right,FALSE,,food
UCEs-zSwH2NYGskxF-ptoT1w,politics-right,FALSE,,steve harvey
UCeNZqTgUPK76P2i_IgY1APA,politics-right,FALSE,,not English
UC9xkc8dWgBsFfC7DOJfJLFg,politics-right,FALSE,,
UCZaT_X_mc0BI-djXOlfhqWQ,politics-right,FALSE,,
UCqU5aDmRi7TjCdlZVLfhBGg,politics-right,FALSE,,not English
UCnhTGM083kfLSNfRSmQjAzg,politics-right,FALSE,,veterans react
UCvDBDpI2MSvibOCRacHYOUw,politics-right,FALSE,,not English
UCrdGjkqTZVMmAOk4YDjFV-w,politics-right,FALSE,,not English
UCNkKlUNygj1eRsp_dfMJJ1g,politics-right,FALSE,,not English
UC61Ms-qN_-mdtF_Dw5hsRYw,politics-right,TRUE,,KUSI news (right via MBFC)
UC8EQAfueDGNeqb1ALm0LjHA,politics-right,FALSE,,interior design
UC821LDTGwKNHHwDPCBRW9UQ,politics-right,FALSE,,not English
UCKPHLEvX0Fo4z0faBpwoXew,politics-right,FALSE,,not English
UCeP4Yv3s4RvS0-6d9OInRMw,politics-right,FALSE,,
UC8yiyTmwtUAwQEwHn7WMTTg,politics-right,FALSE,,religious
UCSbyncU597LMwb3HhnAI_4w,politics-right,FALSE,,gardening
UCie09bMB6ITYmpU3z6vv2tw,politics-right,FALSE,,communications coach
UC5QDcGMWoAXOCUx_WxcOpZA,politics-right,FALSE,,not English
UCljYcuTFOpBmSsLBOVbznKQ,politics-right,FALSE,,heavy rain sounds
UCXjvsikVclbNRGRlzr8jTEg,politics-right,FALSE,,
UCuvU-LheyGgal40NwYISs_A,politics-right,FALSE,,not English
UCdjrgJYA3abuJ6DjcfJOv7A,politics-right,FALSE,,not English
UCl9E4Zxa8CVr2LBLD0_TaNg,politics-right,FALSE,,
UCtNIoi7VuApbYOPx-NjcVAA,politics-right,FALSE,,agricultural/rural liver guy
UCGcW1IvvBzwUgOPNQsbUSSQ,politics-right,FALSE,,sports
UCfdNM3NAhaBOXCafH7krzrA,politics-right,FALSE,***,
UCc8TbSged5O_G8_eVD-YmbQ,politics-right,FALSE,,not English
UCVCssJuf6St2XIeDR4Lkddg,politics-right,FALSE,,not English
UCf6ucYmkyUzQsKf_kx83K4w,politics-right,FALSE,,music
UCN-qfPKTQ_Wxr8vZLVfM95w,politics-right,FALSE,***,
UChaGo0n7Y41eLk2CUwE62gA,politics-right,FALSE,,movies
UChSvaYRm59UPqjUYCDZibbg,politics-right,FALSE,,personal vlogs
UCDzBhf_7HG7G5RRCYjohyag,politics-right,FALSE,,not English
UCftwRNsjfRo08xYE31tkiyw,politics-right,FALSE,,
UCcxlBLmujrjTVSSUkzZ2Jlg,politics-right,FALSE,,making stuff
UCWo4IA01TXzBeGJJKWHOG9g,politics-right,FALSE,,
UCnrZQ7tnuUMY4W47XqBS__A,politics-right,FALSE,,fighting
UCpVm7bg6pXKo1Pr6k5kxG9A,politics-right,FALSE,,
UCyFhK0VdMVUnHRGj77oBAdw,politics-right,FALSE,,police
UCpcJ-6YZa7uzzcMJ6MWbz9A,politics-right,FALSE,,music
UCKY5PiEq8Tl9r7f3qittXng,politics-right,FALSE,,culture ET Canada
UCsC8ettWucVGoMVzqvpymwA,politics-right,FALSE,,not English
UCEuMQ0H-7VYfox21BvmjjsQ,politics-right,FALSE,,Oregonian (least biased according to MBFC)
UCrPOgNsUldOtQsTf9Kjlm_A,politics-right,FALSE,,national gallery
UCSnlthF_6tFjJyuDLKVnEGg,politics-right,FALSE,,
UCkyIRJFd8YgRHaqFUoGKPZA,politics-right,FALSE,,memes/games
UCdL4Qz6--0IGTzxuBGTneOw,politics-right,FALSE,,not English
UCrgma71c4h8wIkwdQT-XqcA,politics-right,FALSE,,not English
UC3vC6b_w6HkozUe_s4g0apQ,politics-right,FALSE,,college
UCsuODz5qnL_L0hUKRfdUrTA,politics-right,FALSE,,not English
UCbtEd1MuY6gd2RpdWqkzXFw,politics-right,FALSE,,repair
UC3L9XPe0_FGfRG-CMGtBvFg,politics-right,FALSE,,
UCIRYBXDze5krPDzAEOxFGVA,politics-right,FALSE,,left-leaning Guardian news (MBFC)
UC1vzNz91__Mk5I9fYe7SWVA,politics-right,FALSE,,not English
UCuigkXkL3Q5SLRpq7_nnmNw,politics-right,FALSE,,not English
UCpExuV8qJMfCaSQNL1YG6bQ,politics-right,FALSE,,self-help
UCAKK8dbcSmckr2sWJhv5ezA,politics-right,FALSE,,local news (not biased via MBFC)
UCtc2KycB2DarenRrJCA55bQ,politics-right,FALSE,***,mostly sports
UCj54ygjMXmDVVcBZ1xOIh7g,politics-right,FALSE,,
UCTXNz3gjAypWp3EhlIATEJQ,politics-right,FALSE,,not English
UCAuUUnT6oDeKwE6v1NGQxug,politics-right,FALSE,,
UCr_g3WPNDf9LgGY-cKCauuw,politics-right,FALSE,,food
UC74FJzKnTnnARI9T5WVVGmg,politics-right,FALSE,,sports
UC5zJwsFtEs9WYe3A76p7xIA,politics-right,FALSE,,
UCBuZxP5e7iEjObmg7MldXoA,politics-right,FALSE,,not English
UCEy28S83ZFX1mYIrQjcw9NA,politics-right,FALSE,,random comedy
UCu4XcDBdnZkV6-5z2f16M0g,politics-right,FALSE,,true crime
UC4HLs-yQ2iRsnGf8_ymL53g,politics-right,FALSE,,sports
UCQaDjAIpg-pd44ats-HXCyA,politics-right,FALSE,,local news WCPO (not biased via MBFC)
UCL7aOpP89MGVXrPu7Pzhhpw,politics-right,FALSE,,music
UCllqAV8EydY2r95U6gggsUw,politics-right,FALSE,,sports
UCbZNo0dHLynunjSpvdAEJDA,politics-right,FALSE,,not English
UClHbjVXWB1rCNfB-MQDw-Nw,politics-right,FALSE,,parodies
UC_UJdqZuFhRXfeYXYrhwgJA,politics-right,FALSE,,Netflix
UC16niRr50-MSBwiO3YDb3RA,politics-right,FALSE,,
UCdCottK2mn8T7VOHleKCYCg,politics-right,FALSE,,personal life in nature vlogger
UCW8n8TvZccEhXdRogIm_qhg,politics-right,FALSE,,big tech vlog and other Asian girl life vlogging
UCAiLfjNXkNv24uhpzUgPa6A,politics-right,FALSE,,Mr. Beast philanthropy
UCi3fOJxo_JQuSFgPcQcMDtA,politics-right,FALSE,,memes
UC8ZL5hEu7FO_zCZapy86cgQ,politics-right,FALSE,,terminated
UCVgO39Bk5sMo66-6o6Spn6Q,politics-right,FALSE,,ABC news australia
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,politics-right,FALSE,,memes
UCvd-UIc-Rxtubx3uoiYbBGA,politics-right,FALSE,,not English
UCVaXclURQZlakiTMzuwHvRw,politics-right,FALSE,,local news WLTX (not biased via MBFC)
UCS5lJMEMWjNoKWQAe-DwwVg,politics-right,FALSE,,
UCpAlTKiD0xqo_RRlYGqVX6w,politics-right,FALSE,,New Mexico Department of Health
UC0xaIinhwrms1q5THM37d2Q,politics-right,FALSE,,not English
UCp1KrVaZDZ7BOI_QBuTWWmg,politics-right,FALSE,,local news KING (not biased via MBFC)
UC4mEUulkjGVSdgKSj5ydxEg,politics-right,FALSE,,not English